Time,Location,Nature,Status,date
10:22 am,3522 W WISCONSIN AVE MKE: @WALGREENS,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:22 am,3522 W WISCONSIN AVE MKE: @WALGREENS,Subject With A Weapon,Advised View History,2024-07-15
10:22 am,3522 W WISCONSIN AVE MKE: @WALGREENS,Subject With A Weapon,Advised View History,2024-07-15
10:22 am,3522 W WISCONSIN AVE MKE: @WALGREENS,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:21 am,4853 N 24TH ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,To be Filed View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised View History,2024-07-15
10:20 am,5925 N 63RD ST MKE: @UNIT 11,Subject With A Weapon,Advised/Referral View History,2024-07-15
10:20 am,5836 N 76TH ST MKE,Missing Person-Report,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Assignment Completed View History,2024-07-15
10:18 am,1644 S 9TH ST MKE,Trouble,Service in Progress View History,2024-07-15
10:17 am,7515 W SILVER SPRING DR MKE,Police requested by Fire on scene,Service in Progress View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Unable to Locate Complainant View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Advised View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Advised View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Unable to Locate Complainant View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Unable to Locate Complainant View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Advised View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Advised View History,2024-07-15
10:15 am,1400 E BRADY ST MKE: @WALGREENS,Theft,Unable to Locate Complainant View History,2024-07-15
10:13 am,2613 W CAPITOL DR MKE: @UNIT 1,Threat,Unable to Locate Complainant View History,2024-07-15
10:12 am,"LL(-87:59:31.7079,42:58:36.2422): EST 3782 S 63RD ST MKE",911,Service in Progress View History,2024-07-15
10:09 am,2950 N OAKLAND AVE MKE: @WALGREENS,Suspicious,City Citation(s) Issued View History,2024-07-15
10:09 am,"LL(-87:59:47.1122,43:04:54.1920): EST 6759 W KEEFE AVENUE PKWY MKE",911,Service in Progress View History,2024-07-15
10:06 am,N 10TH ST/W WELLS ST MKE,Traffic Hazard,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,605 E LYON ST MKE: @PICK N SAVE,Trouble,Advised View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:02 am,683 S HAWLEY RD MKE: @ADJ,911,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
10:02 am,3835 N VEL R PHILLIPS AVE MKE,Emotionally Disturbed Person,Advised View History,2024-07-15
10:01 am,W NATIONAL AVE/S LAYTON BLVD MKE,Traffic Hazard,Advised View History,2024-07-15
10:01 am,2502 W TAMARACK ST MKE,Resource Needed,Service in Progress View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Advised/Referral View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Advised/Referral View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Advised/Referral View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Advised/Referral View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
10:00 am,5000 W CHAMBERS ST MKE,Traffic Stop,Assignment Completed View History,2024-07-15
10:00 am,406 E WATERFORD AVE MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
9:57 am,"LL(-88:01:28.3514,43:06:33.3612): EST 5003 N 90TH ST MKE",911,Service in Progress View History,2024-07-15
9:55 am,2301 N LAKE DR MKE: @ASCENSION COLUMBIA SAINT MARYS HOSPITAL MILWAUKEE,911,Service in Progress View History,2024-07-15
9:54 am,"LL(-88:01:28.2720,43:06:33.4006): EST 5003 N 90TH ST MKE",911,Service in Progress View History,2024-07-15
9:52 am,8249 N 107TH ST MKE: @UNIT 216,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
9:51 am,703 W LINCOLN AVE MKE,Entry-Building or Structure,Service in Progress View History,2024-07-15
9:51 am,2246 N 14TH ST MKE,911,Service in Progress View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:46 am,N WATER ST/E PLEASANT ST MKE,Motor Vehicle Accident,To be Filed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Service in Progress View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,To be Filed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Assignment Completed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Advised View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Advised View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,To be Filed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Assignment Completed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Service in Progress View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Assignment Completed View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Service in Progress View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,Advised View History,2024-07-15
9:45 am,5760 N 95TH ST MKE: @UNIT 3,Welfare Citizen,To be Filed View History,2024-07-15
9:44 am,4001 S 6TH ST MKE: @TOWN OF LAKE WATER TOWER,911,Service in Progress View History,2024-07-15
9:43 am,4001 N 6TH ST MKE,911,Service in Progress View History,2024-07-15
9:42 am,2826 N DR MARTIN L KING JR DR MKE,Theft,Advised View History,2024-07-15
9:41 am,506 E BURLEIGH ST MKE,Assignment,Service in Progress View History,2024-07-15
9:41 am,172 E LINCOLN AVE MKE,911,Service in Progress View History,2024-07-15
9:40 am,2208 N 16TH ST MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
9:40 am,3129 S 27TH ST MKE,Checking Location,Assignment Completed View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Unable to Locate Complainant View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Service in Progress View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Service in Progress View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Unable to Locate Complainant View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Unable to Locate Complainant View History,2024-07-15
9:39 am,1141 N DR MARTIN L KING JR DR MKE,Suspicious,Service in Progress View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Advised View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:38 am,3548 N 15TH ST MKE,Welfare Citizen,Advised View History,2024-07-15
9:38 am,N VEL R PHILLIPS AVE/W CENTER ST MKE: alias 4TH/CENTER,Stolen Vehicle,Unable to Locate Complainant View History,2024-07-15
9:37 am,809 N BROADWAY MKE,911,Service in Progress View History,2024-07-15
9:34 am,"LL(-87:59:52.2530,43:05:22.4878): EST 3982 N 69TH ST MKE",Welfare Citizen,Assignment Completed View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Assignment Completed View History,2024-07-15
9:30 am,6815 W CAPITOL DR MKE: @UNIT 115,911,Service in Progress View History,2024-07-15
9:30 am,2221 W HAMPTON AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:29 am,5000 W BURLEIGH ST MKE,Traffic Stop,Assignment Completed View History,2024-07-15
9:28 am,2201 N CAMBRIDGE AVE MKE: @UNIT 102,Theft,Advised View History,2024-07-15
9:28 am,"LL(-87:58:22.8794,43:04:16.6726): EST 4751 W LOCUST ST MKE",911,Service in Progress View History,2024-07-15
9:28 am,470 E PLEASANT ST MKE: @FRESH THYME FARMERS MARKET,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:26 am,3006 S 27TH ST MKE: @D6,Assignment,Assignment Completed View History,2024-07-15
9:26 am,2675 S 13TH ST MKE: @UNIT 14,Welfare Citizen,Advised View History,2024-07-15
9:26 am,2221 W HAMPTON AVE MKE,Trouble,Service in Progress View History,2024-07-15
9:23 am,5000 W CHAMBERS ST MKE,Traffic Stop,Assignment Completed View History,2024-07-15
9:22 am,N 60TH ST/W VILLARD AVE MKE,Reckless Vehicle,Service in Progress View History,2024-07-15
9:18 am,2017 W MICHIGAN ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
9:17 am,2928 W GREVES ST MKE,Subject Stop,Service in Progress View History,2024-07-15
9:15 am,W SILVER SPRING DR/W FOND DU LAC AVE MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
9:15 am,N HOLTON ST/E KEEFE AVE MKE,Welfare Citizen,Advised View History,2024-07-15
9:14 am,1500 N EDISON ST MKE,Trouble,Service in Progress View History,2024-07-15
9:13 am,1107 W KEEFE AVE MKE,Violation Of Restraining Order,Service in Progress View History,2024-07-15
9:12 am,3626 W FOND DU LAC AVE MKE: @D7,Court Duty,Assignment Completed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,To be Filed View History,2024-07-15
9:07 am,4800 N SHERMAN BLVD MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
9:07 am,4325 W CONGRESS ST MKE,Welfare Citizen,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Service in Progress View History,2024-07-15
9:07 am,2266 S 13TH ST MKE,Electronic Satelite Pursuit,Assignment Completed View History,2024-07-15
9:06 am,2195 W STATE ST MKE,911,Service in Progress View History,2024-07-15
9:05 am,125 N 25TH ST MKE: @TIRE SHOP,Assignment,Assignment Completed View History,2024-07-15
9:05 am,2224 N TEUTONIA AVE MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
9:01 am,161 W WISCONSIN AVE MKE: @UNIT 3079,911,Service in Progress View History,2024-07-15
9:00 am,10402 W KIEHNAU AVE MKE,Resource Needed,Service in Progress View History,2024-07-15
8:59 am,"LL(-87:54:20.0126,43:04:29.3806): EST 472 E BURLEIGH ST MKE",911,Service in Progress View History,2024-07-15
8:56 am,"LL(-87:57:06.2496,43:03:06.4942): EST 3020 W GALENA ST MKE",911,Service in Progress View History,2024-07-15
8:56 am,"LL(-87:54:51.8403,43:04:15.0888): EST 325 W LOCUST ST MKE",911,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,N 59TH ST/W BURLEIGH ST MKE,Battery/Fight/Assault,Unable to Locate Complainant View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,3044 N 59TH ST MKE,911,Service in Progress View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:55 am,3006 S 27TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
8:55 am,842 N 23RD ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised/Referral View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Advised View History,2024-07-15
8:52 am,5435 N 92ND ST MKE: @UNIT E,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
